entry_type,canonical_term,alias,domain,source_system,note
vendor_context_link,sap_desc_772f0cc3,MM_MARC_PFREI,XFELD,SAP,auto-map via desc: Indicator: automatic fixing of planned orders
vendor_context_link,sap_desc_a8c42d6e,MM_MARC_FFREI,XFELD,SAP,auto-map via desc: Release indicator for production orders
vendor_context_link,sap_desc_1587af10,MM_MARC_RGEKZ,RGEKM,SAP,auto-map via desc: Indicator: Backflush
vendor_context_link,sap_desc_980e7dad,MM_MARC_FEVOR,FEVOR,SAP,auto-map via desc: Production Supervisor
vendor_context_link,sap_desc_32c80ee2,MM_MARC_TRANZ,DEC3_2,SAP,auto-map via desc: Interoperation time
vendor_context_link,sap_desc_d6d9b757,MM_MARC_BASMG,MENG13,SAP,auto-map via desc: Base quantity
vendor_context_link,sap_desc_260d7950,MM_MARC_DZEIT,DEC3,SAP,auto-map via desc: In-house production time
vendor_context_link,sap_desc_5f252595,MM_MARC_MAXLZ,DEC5,SAP,auto-map via desc: Maximum Storage Period
vendor_context_link,sap_desc_5a529a7f,MM_MARC_LZEIH,MEINS,SAP,auto-map via desc: Unit for maximum storage period
vendor_context_link,sap_desc_eb4a0eba,MM_MARC_KZPRO,XFELD,SAP,auto-map via desc: Indicator: withdrawal of stock from production bin
vendor_context_link,sap_desc_0cf0d8e9,MM_MARC_GPMKZ,XFELD,SAP,auto-map via desc: Indicator: Material Included in Rough-Cut Planning
vendor_context_link,sap_desc_b997b3e2,MM_MARC_UEETO,DEC2_1,SAP,auto-map via desc: Overdelivery tolerance limit
vendor_context_link,sap_desc_da7dc07d,MM_MARC_UEETK,XFELD,SAP,auto-map via desc: Indicator: Unlimited Overdelivery Allowed
