sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,classification_bucket,knowledge_available,knowledge_tag_level,knowledge_tag_reason,knowledge_tag_note
SD,KNA1,ICMSTAXPAY,ICMS Taxpayer,J_1BICMSTAXPAY,J_1BICMSTAXPAY,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_1BICMSTAXPAY; data_element=J_1BICMSTAXPAY; description=ICMS Taxpayer
SD,KNA1,INDTYP,Industry Main Type,J_1BINDTYP,J_1BINDTYP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_1BINDTYP; data_element=J_1BINDTYP; description=Industry Main Type
SD,KNA1,COMSIZE,Company Size,J_1BCOMSIZE,J_1BCOMSIZE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_1BCOMSIZE; data_element=J_1BCOMSIZE; description=Company Size
SD,KNA1,DECREGPC,Declaration Regimen for PIS/COFINS,J_1BDECREGPC,J_1BDECREGPC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_1BDECREGPC; data_element=J_1BDECREGPC; description=Declaration Regimen for PIS/COFINS
SD,KNA1,KNA1_EEW_CUST,data element for customer,KNA1_EEW_CUST,KNA1_EEW_CUST,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KNA1_EEW_CUST; data_element=KNA1_EEW_CUST; description=data element for customer
SD,KNA1,/VSO/R_PALHGT,Maximum Stacking Height of the Packaging Material (VSO),/VSO/R_PAL_BIN_HGT,MENG13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=MENG13; data_element=/VSO/R_PAL_BIN_HGT; description=Maximum Stacking Height of the Packaging Material (VSO)
SD,KNA1,/VSO/R_PK_MAT,Customer-Related Packing for Each Packaging Material (VSO),/VSO/M_PACK_BY_MAT,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/VSO/M_XFIELD; data_element=/VSO/M_PACK_BY_MAT; description=Customer-Related Packing for Each Packaging Material (VSO)
SD,KNA1,/VSO/R_MATPAL,Packaging Material of the Customer in VSO,/VSO/M_MATNR_PAL,MATNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=MATNR; data_element=/VSO/M_MATNR_PAL; description=Packaging Material of the Customer in VSO
SD,KNA1,/VSO/R_I_NO_LYR,Number Layers Under an Inter-Pallet (VSO),/VSO/M_IPAL_NO_LYR,/VSO/M_IPAL_NO_LYR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/VSO/M_IPAL_NO_LYR; data_element=/VSO/M_IPAL_NO_LYR; description=Number Layers Under an Inter-Pallet (VSO)
SD,KNA1,/VSO/R_ONE_MAT,Packing Material-Specific for Each Packaging Material,/VSO/M_ONE_MAT,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/VSO/M_XFIELD; data_element=/VSO/M_ONE_MAT; description=Packing Material-Specific for Each Packaging Material
SD,KNA1,/VSO/R_ONE_SORT,Pack Only One Package Type for Each PKM (VSO),/VSO/M_ONE_SORT,/VSO/M_XFIELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/VSO/M_XFIELD; data_element=/VSO/M_ONE_SORT; description=Pack Only One Package Type for Each PKM (VSO)
SD,KNA1,/VSO/R_ULD_SIDE,Side Preference of Loading/Unloading (VSO),/VSO/M_UNLOAD_SIDE_PREF,/VSO/M_SIDE_PREF,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/VSO/M_SIDE_PREF; data_element=/VSO/M_UNLOAD_SIDE_PREF; description=Side Preference of Loading/Unloading (VSO)
SD,KNA1,/VSO/R_LOAD_PREF,Front/Back Preference of Loading/Unloading (VSO),/VSO/M_LOAD_PREF,/VSO/M_LOAD_PREF,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/VSO/M_LOAD_PREF; data_element=/VSO/M_LOAD_PREF; description=Front/Back Preference of Loading/Unloading (VSO)
SD,KNA1,PMT_OFFICE,Payment Office,FMFG_PMT_OFF,FMFG_PMT_OFF,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FMFG_PMT_OFF; data_element=FMFG_PMT_OFF; description=Payment Office
SD,KNA1,FEE_SCHEDULE,Fee schedule,FM_FEE_SCHED,FM_FEE_SCHED,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FM_FEE_SCHED; data_element=FM_FEE_SCHED; description=Fee schedule
SD,KNA1,DUNS4,DUNS+4,FMCCRDUNS4,,unmapped,true,medium,description_table_context,source=sap_remaining_unmapped; module=SD; data_element=FMCCRDUNS4; description=DUNS+4
SD,KNA1,SAM_EFT_IND,System for Award Management Electronic Funds Transfer Ind,FMFG_EFT_IND,,unmapped,true,medium,description_table_context,source=sap_remaining_unmapped; module=SD; data_element=FMFG_EFT_IND; description=System for Award Management Electronic Funds Transfer Ind
SD,KNA1,PSOFG,Processor group,PSOFG,PSOFG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=PSOFG; data_element=PSOFG; description=Processor group
SD,KNA1,PSOIS,Subledger acct preprocessing procedure,PSOIS,CHAR20,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR20; data_element=PSOIS; description=Subledger acct preprocessing procedure
SD,KNA1,PSON1,Name 1,NAME1_GP,NAME,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=NAME; data_element=NAME1_GP; description=Name 1
SD,KNA1,PSON2,Name 2,NAME2_GP,NAME,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=NAME; data_element=NAME2_GP; description=Name 2
SD,KNA1,J_1IEXCD,ECC Number,J_1IEXCD,CHAR40,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR40; data_element=J_1IEXCD; description=ECC Number
SD,KNA1,J_1IEXRG,Excise Range,J_1IEXRG,CHAR60,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR60; data_element=J_1IEXRG; description=Excise Range
SD,KNA1,J_1IEXDI,Excise Division,J_1IEXDI,CHAR60,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR60; data_element=J_1IEXDI; description=Excise Division
SD,KNA1,J_1IEXCO,Excise Commissionerate,J_1IEXCO,CHAR60,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR60; data_element=J_1IEXCO; description=Excise Commissionerate
SD,KNA1,J_1IEXCICU,Excise tax indicator for customer,J_1IEXCICU,J_1IINDTAX,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_1IINDTAX; data_element=J_1IEXCICU; description=Excise tax indicator for customer
SD,KNA1,GST_TDS,GST TDS Registration,J_1IGSTTDS,J_1IGSTCD3,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_1IGSTCD3; data_element=J_1IGSTTDS; description=GST TDS Registration
SD,KNA1,J_3GETYP,Recipient Type,J_3GETYP,J_3GETYP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_3GETYP; data_element=J_3GETYP; description=Recipient Type
SD,KNA1,COAUFNR,Order Number,AUFNR,AUFNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=AUFNR; data_element=AUFNR; description=Order Number
SD,KNA1,J_3GAGINT,Customer Internal Settlement,J_3GAGINT,KUNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KUNNR; data_element=J_3GAGINT; description=Customer Internal Settlement
SD,KNA1,J_3GAGDUMI,Dummy Recipient,J_3GDEMPST,KUNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KUNNR; data_element=J_3GDEMPST; description=Dummy Recipient
SD,KNA1,J_3GAGSTDI,Standard Recipient,J_3GAGSTDI,KUNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KUNNR; data_element=J_3GAGSTDI; description=Standard Recipient
SD,KNA1,J_3GABRART,Settlement Type,J_3GABRART,J_3GABRART,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_3GABRART; data_element=J_3GABRART; description=Settlement Type
SD,KNA1,J_3GSTDMON,Hours per Month,J_3GSTDMON,DEC03_2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DEC03_2; data_element=J_3GSTDMON; description=Hours per Month
SD,KNA1,J_3GSTDTAG,Hours per Day,J_3GSTDTAG,DEC03_2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DEC03_2; data_element=J_3GSTDTAG; description=Hours per Day
SD,KNA1,J_3GZUGTAG,Function for Settlement on Acquisition Date/PBE,J_3GZUGTAG,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=X; data_element=J_3GZUGTAG; description=Function for Settlement on Acquisition Date/PBE
SD,KNA1,J_3GMASCHB,"""Fill PBE Documents"" Indicator",J_3GMASCHB,J_3GMASCHB,unmapped,true,high,description_domain_data_element,"source=sap_remaining_unmapped; module=SD; domain=J_3GMASCHB; data_element=J_3GMASCHB; description=""Fill PBE Documents"" Indicator"
SD,KNA1,J_3GKEINSA,Indicator - Relevant to Short Operation Periods,J_3GKEINSA,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=X; data_element=J_3GKEINSA; description=Indicator - Relevant to Short Operation Periods
SD,KNA1,J_3GBLSPER,Blocking Indicator for Document Entry,J_3GBLSPER,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=X; data_element=J_3GBLSPER; description=Blocking Indicator for Document Entry
SD,KNA1,J_3GKLEIVO,Indicator: Calculate PBE as TBE,J_3GKLEIVO,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=X; data_element=J_3GKLEIVO; description=Indicator: Calculate PBE as TBE
SD,KNA1,J_3GVMONAT,Indicator for Complete Month,J_3GVMONAT,J_3GVMONAT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_3GVMONAT; data_element=J_3GVMONAT; description=Indicator for Complete Month
SD,KNA1,J_3GABRKEN,Settlement Indicator,J_3GABRKEN,J_3GABRKEN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_3GABRKEN; data_element=J_3GABRKEN; description=Settlement Indicator
SD,KNA1,J_3GLABRECH,Date of Last Settlement,J_3GLABRECH,DATUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DATUM; data_element=J_3GLABRECH; description=Date of Last Settlement
SD,KNA1,J_3GAABRECH,Date of Current Settlement,J_3GAABRECH,DATUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DATUM; data_element=J_3GAABRECH; description=Date of Current Settlement
SD,KNA1,J_3GZUTVHLG,Ind.: Acquisition Date Counts (as Daily Settlement for PBE),J_3GZUTVHLG,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=X; data_element=J_3GZUTVHLG; description=Ind.: Acquisition Date Counts (as Daily Settlement for PBE)
SD,KNA1,J_3GNEGMEN,Negative Quantities Allowed Even for Chronolog. Inv. Mgmt,J_3GNEGMEN,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=X; data_element=J_3GNEGMEN; description=Negative Quantities Allowed Even for Chronolog. Inv. Mgmt
SD,KNA1,J_3GFRISTLO,Indicator: Deadline Logic,J_3GFRISTLO,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=X; data_element=J_3GFRISTLO; description=Indicator: Deadline Logic
SD,KNA1,J_3GEMINBE,Minimum Usage Period for Restricted Usage (Days),J_3GEMINBE,NUMC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=NUMC; data_element=J_3GEMINBE; description=Minimum Usage Period for Restricted Usage (Days)
SD,KNA1,J_3GFMGUE,Release Notification Allowance for Unrestricted Usage (Days),J_3GFMGUE,NUMC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=NUMC; data_element=J_3GFMGUE; description=Release Notification Allowance for Unrestricted Usage (Days)
SD,KNA1,J_3GZUSCHUE,Surcharge for Unrestricted Usage (Days),J_3GZUSCHUE,NUMC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=NUMC; data_element=J_3GZUSCHUE; description=Surcharge for Unrestricted Usage (Days)
SD,KNA1,J_3GINVSTA,Status of Construction Site Inventory,J_3GINVSTA,J_3GINVSTA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=J_3GINVSTA; data_element=J_3GINVSTA; description=Status of Construction Site Inventory
SD,KNA1,/SAPCEM/DBER,Planning Area,/SAPCEM/DBER,/SAPCEM/DBER,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/SAPCEM/DBER; data_element=/SAPCEM/DBER; description=Planning Area
SD,KNA1,/SAPCEM/KVMEQ,Indicator: Settlement Qty Relevant to Equipment,/SAPCEM/KVMEQ,/SAPCEM/KVMEQ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/SAPCEM/KVMEQ; data_element=/SAPCEM/KVMEQ; description=Indicator: Settlement Qty Relevant to Equipment
SD,KNB1,BUSAB,Accounting Clerk Abbreviation,BUSAB,BUSAB,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=BUSAB; data_element=BUSAB; description=Accounting Clerk Abbreviation
SD,KNB1,ZAMIM,Indicator: Payment Notice to Customer (with Cleared Items)?,DZAMIM,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=DZAMIM; description=Indicator: Payment Notice to Customer (with Cleared Items)?
SD,KNB1,ZAMIV,Indicator: Payment Notice to Sales Department?,DZAMIV,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=DZAMIV; description=Indicator: Payment Notice to Sales Department?
SD,KNB1,ZAMIR,Indicator: Payment Notice to Legal Department?,DZAMIR,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=DZAMIR; description=Indicator: Payment Notice to Legal Department?
SD,KNB1,ZAMIB,Indicator: Payment Notice to the Accounting Department?,DZAMIB,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=DZAMIB; description=Indicator: Payment Notice to the Accounting Department?
SD,KNB1,ZAMIO,Indicator: Payment Notice to Customer (W/o Cleared Items)?,DZAMIO,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=DZAMIO; description=Indicator: Payment Notice to Customer (W/o Cleared Items)?
SD,KNB1,XVERR,Indicator: Clearing between customer and vendor ?,XVERR_KNB1,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=XVERR_KNB1; description=Indicator: Clearing between customer and vendor ?
SD,KNB1,ZINRT,Interest Calculation Frequency in Months,DZINRT,ZINRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=ZINRT; data_element=DZINRT; description=Interest Calculation Frequency in Months
SD,KNB1,ZSABE,User at customer,DZSABE_D,TEXT15,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=TEXT15; data_element=DZSABE_D; description=User at customer
SD,KNB1,KVERM,Memo,KVERM,TEXT30,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=TEXT30; data_element=KVERM; description=Memo
SD,KNB1,VRSZL,Insurance Lead Months,VRSZL,PACK2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=PACK2; data_element=VRSZL; description=Insurance Lead Months
SD,KNB1,VRSPR,Deductible Percentage Rate,VRSPR,PACK2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=PACK2; data_element=VRSPR; description=Deductible Percentage Rate
SD,KNB1,VERDT,Insurance Validity Date,VERDT,DATUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DATUM; data_element=VERDT; description=Insurance Validity Date
SD,KNB1,PERKZ,Collective Invoice Variant,PERKZ_KNB1,PERKZ_KNB1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=PERKZ_KNB1; data_element=PERKZ_KNB1; description=Collective Invoice Variant
SD,KNB1,XDEZV,Indicator: Local Processing?,XDEZV,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=XDEZV; description=Indicator: Local Processing?
SD,KNB1,XAUSZ,Indicator for Periodic Account Statements,XAUSZ,AUSZG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=AUSZG; data_element=XAUSZ; description=Indicator for Periodic Account Statements
SD,KNB1,WEBTR,Bill of Exchange Limit (in Local Currency),WEBTR_CS,WERT7,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=WERT7; data_element=WEBTR_CS; description=Bill of Exchange Limit (in Local Currency)
SD,KNB1,REMIT,Next payee,REMIT,KUNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KUNNR; data_element=REMIT; description=Next payee
SD,KNB1,DATLZ,Date of Last Interest Calculation Run,DATLZ,DATUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DATUM; data_element=DATLZ; description=Date of Last Interest Calculation Run
SD,KNB1,XZVER,Indicator: Record Payment History ?,XZVER,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=XZVER; description=Indicator: Record Payment History ?
SD,KNB1,KULTG,Probable Time Until Check Is Paid,KULTG,PACK2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=PACK2; data_element=KULTG; description=Probable Time Until Check Is Paid
SD,KNB1,XPORE,Indicator: Pay All Items Separately?,XPORE,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=XPORE; description=Indicator: Pay All Items Separately?
SD,KNB1,BLNKZ,(Obsolete) Subsidy Ind. for Determining the Reduction Rate,BLNKZ,BLNKZ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=BLNKZ; data_element=BLNKZ; description=(Obsolete) Subsidy Ind. for Determining the Reduction Rate
SD,KNB1,ALTKN,Previous Master Record Number,ALTKN,CHAR10,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CHAR10; data_element=ALTKN; description=Previous Master Record Number
SD,KNB1,SREGL,Selection Rule for Payment Advices,SREGL,SREGL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=SREGL; data_element=SREGL; description=Selection Rule for Payment Advices
SD,KNB1,XEDIP,Indicator: Send Payment Advices by EDI,XEDIP,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=XEDIP; description=Indicator: Send Payment Advices by EDI
SD,KNB1,FRGRP,Release Approval Group,FRGRP,FRGRP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FRGRP; data_element=FRGRP; description=Release Approval Group
SD,KNB1,INTAD,Internet address of partner company clerk,INTAD,TXT130,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=TXT130; data_element=INTAD; description=Internet address of partner company clerk
SD,KNB1,UPTIM,Time of Last Change Confirmation,UPTIM_RF,AS4TIME,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=AS4TIME; data_element=UPTIM_RF; description=Time of Last Change Confirmation
SD,KNB1,AVSND,Indicator: Send Payment Advice by XML,AVSND,AVSND,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=AVSND; data_element=AVSND; description=Indicator: Send Payment Advice by XML
SD,KNB1,CIIUCODE,Main economic activity,CIIUCODE,CIIUCODE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CIIUCODE; data_element=CIIUCODE; description=Main economic activity
SD,KNB1,GMVKZD,Customer is in execution,GMVKZD,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=GMVKZD; description=Customer is in execution
SD,KNVV,LIFSD,Customer delivery block (sales area),LIFSD_V,LIFSP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=LIFSP; data_element=LIFSD_V; description=Customer delivery block (sales area)
SD,KNVV,FAKSD,Billing block for customer (sales and distribution),FAKSD_V,FAKSP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FAKSP; data_element=FAKSD_V; description=Billing block for customer (sales and distribution)
SD,KNVV,MRNKZ,Manual Invoice Maintenance,MRNKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=MRNKZ; description=Manual Invoice Maintenance
SD,KNVV,KVAKZ,Cost estimate indicator (inactive),KVAKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=KVAKZ; description=Cost estimate indicator (inactive)
SD,KNVV,VWERK,Delivering Plant (Own or External),DWERK_EXT,WERKS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=WERKS; data_element=DWERK_EXT; description=Delivering Plant (Own or External)
SD,KNVV,VSORT,Item proposal,VSORT,VBELN,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=VBELN; data_element=VSORT; description=Item proposal
SD,KNVV,BOKRE,Indicator: Customer Is Rebate-Relevant,BOKRE,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=BOKRE; description=Indicator: Customer Is Rebate-Relevant
SD,KNVV,BOIDT,Start of validity per.for the rebate index for the customer,BOIDT,DATUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=DATUM; data_element=BOIDT; description=Start of validity per.for the rebate index for the customer
SD,KNVV,KABSS,Customer payment guarantee procedure,KABSSCH_CM,KABSSCH_CM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KABSSCH_CM; data_element=KABSSCH_CM; description=Customer payment guarantee procedure
SD,KNVV,CASSD,Sales Block for Customer (Sales Area),CASSD_V,CASSP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CASSP; data_element=CASSD_V; description=Sales Block for Customer (Sales Area)
SD,KNVV,RDOFF,Switch off rounding?,RDOFF,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=RDOFF; description=Switch off rounding?
SD,KNVV,AGREL,Indicator: Relevant for Settlement Management,AGREL,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=AGREL; description=Indicator: Relevant for Settlement Management
SD,KNVV,PVKSM,Customer procedure for product proposal,PVKSM,PVKSM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=PVKSM; data_element=PVKSM; description=Customer procedure for product proposal
SD,KNVV,PODKZ,Relevant for POD processing,PODKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=PODKZ; description=Relevant for POD processing
SD,KNVV,PODTG,Timeframe for Confirmation of POD,PODTG,TSTRDURAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=TSTRDURAG; data_element=PODTG; description=Timeframe for Confirmation of POD
SD,KNVV,BLIND,Index Structure Active for Subsequent Settlement,BLIND_SD,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=BLIND_SD; description=Index Structure Active for Subsequent Settlement
SD,KNVV,CARRIER_NOTIF,Carrier is to be notified,/SPE/CARRIER_NOTIF,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=XFELD; data_element=/SPE/CARRIER_NOTIF; description=Carrier is to be notified
SD,KNVV,BILLPLAN_PROC,Billing Plan Procedure,CRMT_BILLPLAN_PROC,CRM_BILLPLAN_PROC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=CRM_BILLPLAN_PROC; data_element=CRMT_BILLPLAN_PROC; description=Billing Plan Procedure
SD,KNVV,/BEV1/EMLGPFAND,Deposit on Empties,/BEV1/EMGPFAND,/BEV1/EMGPFAND,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/BEV1/EMGPFAND; data_element=/BEV1/EMGPFAND; description=Deposit on Empties
SD,KNVV,/BEV1/EMLGFORTS,Indicator for Empties Update,/BEV1/EMGFORTS,/BEV1/EMGFORTS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=/BEV1/EMGFORTS; data_element=/BEV1/EMGFORTS; description=Indicator for Empties Update
SD,KNVV,FSH_GRREG,Grouping Rule,FSH_GRREG,FSH_GRREG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FSH_GRREG; data_element=FSH_GRREG; description=Grouping Rule
SD,KNVV,FSH_RESGY,Release Strategy,FSH_RESGY,FSH_RESGY,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FSH_RESGY; data_element=FSH_RESGY; description=Release Strategy
SD,KNVV,FSH_VAS_DETC,VAS Determination Mode,FSH_VAS_DETC,FSH_VAS_DETC,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FSH_VAS_DETC; data_element=FSH_VAS_DETC; description=VAS Determination Mode
SD,KNVV,FSH_GRSGY,ARUN Grouping Strategy,FSH_GRSGY,FSH_GRSGY,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FSH_GRSGY; data_element=FSH_GRSGY; description=ARUN Grouping Strategy
SD,KNVV,FSH_FRATE,Fill Rate %,FSH_FRATE,PROZENT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=PROZENT; data_element=FSH_FRATE; description=Fill Rate %
SD,KNVV,FSH_FRATE_AGG_LEVEL,Fill Rate Aggregation Level,FSH_FRATE_AGG_LEVEL,FSH_FRATE_AGG_LEVEL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=FSH_FRATE_AGG_LEVEL; data_element=FSH_FRATE_AGG_LEVEL; description=Fill Rate Aggregation Level
SD,KNVV,FSH_MSOCDC,Distribution Center of Customer,FSH_MSOCDC,KUNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=KUNNR; data_element=FSH_MSOCDC; description=Distribution Center of Customer
SD,KNVV,RFM_PSST_RULE,PSST Grouping Rule,RFM_PSST_RULE,RFM_PSST_RULE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=SD; domain=RFM_PSST_RULE; data_element=RFM_PSST_RULE; description=PSST Grouping Rule
