wd_entity,wd_field,wd_type,wd_description
Put_Disability_Configuration_RequestType,Location_Context_Reference,Location_ContextObjectType,Country or Country Region for Disability Configuration WS.
Put_Disability_Configuration_RequestType,Disability_Configuration_Data,Disability_Configuration_DataType,Data element for Disability Configuration WS.
Disability_Configuration_Request_ReferencesType,Location_Context_Reference,Location_ContextObjectType,Location Context Reference for Disability Configuration Web Service.
Get_Disability_Configuration_ResponseType,Request_References,Disability_Configuration_Request_ReferencesType,Contains references that identify the Disability Configuration instances to retrieve.
Get_Disability_Configuration_ResponseType,Response_Filter,Response_FilterType,
Get_Disability_Configuration_ResponseType,Response_Results,Response_ResultsType,
Get_Disability_Configuration_ResponseType,Response_Data,Disability_Configurations_Response_DataType,Disability Configuration Response Element
Disability_Configurations_Response_DataType,Disability_Configuration,Disability_Configuration_Get_DataType,
Get_Personal_Information_Help_Text_RequestType,Request_References,Personal_Information_Help_Text_Request_ReferencesType,
Get_Personal_Information_Help_Text_RequestType,Request_Criteria,Personal_Information_Help_Text_Request_CriteriaType,
Get_Personal_Information_Help_Text_RequestType,Response_Filter,Response_FilterType,
Put_Personal_Information_Help_Text_ResponseType,Personal_Information_Help_Text_Reference,Personal_Information_Help_Text__Abstract_ObjectType,A reference to the created or updated personal information help text.
Put_Personal_Information_Help_Text_ResponseType,Application_Instance_Related_Exceptions_Data,Application_Instance_Related_Exceptions_DataType,
Personal_Information_Help_Text_Request_ReferencesType,Personal_Information_Help_Text_Reference,Personal_Information_Help_Text__Abstract_ObjectType,A reference to the ID of the personal information help text.
Put_Personal_Information_Help_Text_RequestType,Personal_Information_Help_Text_Reference,Personal_Information_Help_Text__Abstract_ObjectType,"A reference to an existing personal information help text to update. If this field is omitted, a new personal information help text may be created."
Put_Personal_Information_Help_Text_RequestType,Personal_Information_Help_Text_Data,Personal_Information_Help_Text_Detail_DataType,
Personal_Information_Help_Text_Detail_DataType,ID,string,The Reference ID for the personal information help text.
Personal_Information_Help_Text_Detail_DataType,Personal_Information_Help_Text,RichText,Help text for the given personal information help text business object.
Personal_Information_Help_Text_Detail_DataType,Personal_Information_Reference,Personal_Information_Enumeration__Abstract_ObjectType,The personal information section or field where the help text is displayed.
Personal_Information_Help_Text_Detail_DataType,Country_Reference,CountryObjectType,The country where the personal information help text is displayed.
Personal_Information_Help_Text_Request_CriteriaType,Country_Reference,CountryObjectType,Country Reference
Get_Personal_Information_Help_Text_ResponseType,Request_References,Personal_Information_Help_Text_Request_ReferencesType,
Get_Personal_Information_Help_Text_ResponseType,Request_Criteria,Personal_Information_Help_Text_Request_CriteriaType,
Get_Personal_Information_Help_Text_ResponseType,Response_Filter,Response_FilterType,
Get_Personal_Information_Help_Text_ResponseType,Response_Results,Response_ResultsType,
Get_Personal_Information_Help_Text_ResponseType,Response_Data,Personal_Information_Response_DataType,
Personal_Information_Help_Text_Get_DataType,Personal_Information_Help_Text_Reference,Personal_Information_Help_Text__Abstract_ObjectType,The ID of the personal information help text.
Personal_Information_Help_Text_Get_DataType,Personal_Information_Help_Text_Data,Personal_Information_Help_Text_Detail_DataType,
Personal_Information_Response_DataType,Personal_Information_Help_Text,Personal_Information_Help_Text_Get_DataType,
Get_Race_Ethnicity_Details_ResponseType,Request_References,Ethnicity_Category_Request_ReferencesType,Ethnicity Category Request References
Get_Race_Ethnicity_Details_ResponseType,Response_Filter,Response_FilterType,
Get_Race_Ethnicity_Details_ResponseType,Response_Results,Response_ResultsType,
Get_Race_Ethnicity_Details_ResponseType,Response_Data,Ethnicity_Category_Response_DataType,
Get_Race_Ethnicity_Details_RequestType,Request_References,Ethnicity_Category_Request_ReferencesType,
Get_Race_Ethnicity_Details_RequestType,Response_Filter,Response_FilterType,
Ethnicity_Details_DataType,ID,string,Reference ID (Ethnicity_Details_ID)
Ethnicity_Details_DataType,Ethnicity_Details_Name,string,The name of the Ethnicity Details.
Ethnicity_Details_DataType,Ethnicity_Reference,EthnicityObjectType,The Ethnicity the Ethnicity Details is for.
Ethnicity_Details_DataType,Inactive,boolean,Flag indicating that the Ethnicity Details is no longer used.
Ethnicity_DetailsType,Ethnicity_Details_Reference,Ethnicity_DetailsObjectType,A unique identifier used to reference an Ethnicity Details.
Ethnicity_DetailsType,Ethnicity_Details_Data,Ethnicity_Details_DataType,Contains the detailed information about Ethnicity Details.
Ethnicity_Details_Configuration_DataType,Ethnicity_Category_Reference,Ethnicity_CategoryObjectType,Contains the detailed information about an Ethnicity Category Data.
Ethnicity_Details_Configuration_DataType,Ethnicity_Category_Data,Ethnicity_Category_DataType,Contains the detailed information about an Ethnicity Category Data.
Put_Race_Ethnicity_Details_RequestType,Ethnicity_Details_Configuration_Data,Ethnicity_Details_Configuration_Data_IMMType,
Ethnicity_Category_Request_ReferencesType,Location_Context_Reference,Location_ContextObjectType,The Location Context for this Ethnicity Category Configuration transaction.
Ethnicity_Category_Response_DataType,Ethnicity_Details_Configuration,Ethnicity_Details_Configuration_Get_DataType,Encapsulating element containing all Ethnicity Category data.
Ethnicity_Details_Configuration_Get_DataType,Location_Context_Reference,Location_ContextObjectType,The Location Context for this Ethnicity Category Configuration transaction.
Ethnicity_Details_Configuration_Get_DataType,Ethnicity_Details_Configuration_Data,Ethnicity_Details_Configuration_Data_IMMType,
Ethnicity_Category_DataType,ID,string,Reference ID (Ethnicity_Category_ID).
Ethnicity_Category_DataType,Ethnicity_Category_Name,string,The name of the Ethnicity Category.
Ethnicity_Category_DataType,Inactive,boolean,Flag indicating that the Ethnicity Category is no longer used.
Ethnicity_Category_DataType,Ethnicity_Details,Ethnicity_DetailsType,Contains the detailed information about Ethnicity Details.
Put_Race_Ethnicity_Details_ResponseType,Location_Context_Reference,Location_ContextObjectType,The Location Context for this Ethnicity Category Configuration transaction.
End_Flexible_Work_Arrangement_Event_Details_DataType,End_Date,date,The effective date for the End Flexible Work Arrangement event.
End_Flexible_Work_Arrangement_Event_Details_DataType,Reason_Reference,General_Event_SubcategoryObjectType,Contains a reference to the reason for ending the flexible work arrangement.
End_Flexible_Work_Arrangement_ResponseType,End_Flexible_Work_Arrangement_Event_Reference,Unique_IdentifierObjectType,Contains a reference to the End Flexible Work Arrangement event.
End_Flexible_Work_Arrangement_Event_DataType,Worker_Reference,WorkerObjectType,Contains a reference that identifies a specific Worker instance.
End_Flexible_Work_Arrangement_Event_DataType,Flexible_Work_Arrangement_Reference,Flexible_Work_ArrangementObjectType,Contains a reference to the specific Flexible Work Arrangement instance to end.
End_Flexible_Work_Arrangement_Event_DataType,End_Flexible_Work_Arrangement_Event_Details_Data,End_Flexible_Work_Arrangement_Event_Details_DataType,Contains details about the End Flexible Work Arrangement event.
End_Flexible_Work_Arrangement_RequestType,Business_Process_Parameters,Business_Process_ParametersType,
End_Flexible_Work_Arrangement_RequestType,End_Flexible_Work_Arrangement_Event_Data,End_Flexible_Work_Arrangement_Event_DataType,Contains data for the End Flexible Work Arrangement event.
Add_Flexible_Work_Arrangement_ResponseType,Request_Flexible_Work_Arrangement_Event_Reference,Unique_IdentifierObjectType,Contains a reference to the Request Flexible Work Arrangement event.
Add_Flexible_Work_Arrangement_Type_Details_DataType,Flexible_Work_Arrangement_Type_Reference,Flexible_Work_Arrangement_SubtypeObjectType,Contains a reference that identifies a specific flexible work arrangement type.
Add_Flexible_Work_Arrangement_Type_Details_DataType,Hours_Per_Week,,Contains the hours per week for the flexible work arrangement.
Add_Flexible_Work_Arrangement_Type_Details_DataType,Days_Per_Week,,Contains the number of days per week for the flexible work arrangement.
Add_Flexible_Work_Arrangement_Type_Details_DataType,Days_Of_Week_Reference,Day_of_the_WeekObjectType,Contains references that identify the days of the week on which the worker will work.
Add_Flexible_Work_Arrangement_Event_DataType,Worker_Reference,WorkerObjectType,Contains a reference that identifies a specific Worker instance.
Add_Flexible_Work_Arrangement_Event_DataType,Position_Reference,Position_ElementObjectType,Contains a reference to the specific position for the flexible work arrangement.
Add_Flexible_Work_Arrangement_Event_DataType,Start_Date,date,Contains the start date of the flexible work arrangement.
Add_Flexible_Work_Arrangement_Event_DataType,Proposed_End_Date,date,Contains the proposed end date for the flexible work arrangement.
Add_Flexible_Work_Arrangement_Event_DataType,Reason_Reference,General_Event_SubcategoryObjectType,Contains a reference that identifies a specific Reason instance.
Add_Flexible_Work_Arrangement_Event_DataType,Add_Flexible_Work_Arrangement_Type_Details_Data,Add_Flexible_Work_Arrangement_Type_Details_DataType,Contains details about the type of flexible work arrangement.
Add_Flexible_Work_Arrangement_RequestType,Business_Process_Parameters,Business_Process_ParametersType,
Add_Flexible_Work_Arrangement_RequestType,Add_Flexible_Work_Arrangement_Event_Data,Add_Flexible_Work_Arrangement_Event_DataType,Contains data for the Request Flexible Work Arrangement event.
Worker_Preferred_Time_Zone_DataType,Worker_Reference,WorkerObjectType,A unique reference for the Worker whose Preferred Time Zone is being updated.
Worker_Preferred_Time_Zone_DataType,Time_Zone_Data,Preferred_Time_Zone_DataType,Contains Worker's Preferred Time Zone.
Worker_Preferred_Time_Zone_Request_ReferencesType,Worker_Reference,WorkerObjectType,"A reference to the ID of the worker. The ID consists of a type attribute, which should be set to ""Employee_ID"" or ""Contingent_Worker_ID"", and a value attribute, such as ""04345"". If Skip Non Existing Instances value is set to true. When a reference id value that does not meet the entry date criteria is passed, the non existent reference id will be ignored."
Get_Worker_Preferred_Time_Zones_RequestType,Request_References,Worker_Preferred_Time_Zone_Request_ReferencesType,
Get_Worker_Preferred_Time_Zones_RequestType,Response_Filter,Response_FilterType,
Get_Worker_Preferred_Time_Zones_ResponseType,Request_References,Worker_Preferred_Time_Zone_Request_ReferencesType,
Get_Worker_Preferred_Time_Zones_ResponseType,Response_Filter,Response_FilterType,
Get_Worker_Preferred_Time_Zones_ResponseType,Response_Results,Response_ResultsType,
Get_Worker_Preferred_Time_Zones_ResponseType,Response_Data,Worker_Preferred_Time_Zones_Response_DataType,
Worker_Preferred_Time_ZoneType,Worker_Reference,WorkerObjectType,Worker Reference
Worker_Preferred_Time_ZoneType,Worker_Preferred_Time_Zone_Data,Worker_Preferred_Time_Zone_DataType,
Put_Worker_Preferred_Time_Zone_ResponseType,Worker_Reference,WorkerObjectType,Worker Reference
Put_Worker_Preferred_Time_Zone_RequestType,Worker_Preferred_Time_Zone_Data,Worker_Preferred_Time_Zone_DataType,
Worker_Preferred_Time_Zones_Response_DataType,Worker_Preferred_Time_Zone,Worker_Preferred_Time_ZoneType,
Contextually_Secured_Organization_Request_ReferencesType,Organization_Reference,OrganizationObjectType,References to specific Organizations to return
Add_Vaccination_Event_ResponseType,Vaccination_Event_Reference,Unique_IdentifierObjectType,Responds with the Event ID for the Vaccination event
Add_Vaccination_DataType,Person_Reference,RoleObjectType,"A reference to the ID of the person through one of its active person types, such as worker, student, affiliate, external committee member, and so on. The ID consists of a type attribute, which should be set to one of either ""Employee_ID"", ""Contingent_Worker_ID"", ""Student_ID"", etc, and a value attribute, such as ""04345""."
Add_Vaccination_DataType,Universal_ID_Reference,Universal_IdentifierObjectType,A reference to the Universal ID for the person.
Add_Vaccination_DataType,Vaccination_Data,Vaccination_Detail_DataType,Container for the add Vaccination data
Vaccination_Detail_DataType,Vaccine_Type_Reference,Vaccine_TypeObjectType,Returns Vaccination for vaccine type
Vaccination_Detail_DataType,Vaccination_Status_Reference,Vaccination_StatusObjectType,Returns status of Vaccine
Vaccination_Detail_DataType,Vaccine_Reference,VaccineObjectType,Returns Vaccination for Vaccine
Vaccination_Detail_DataType,Vaccination_Event_Type_Reference,Vaccination_Event_TypeObjectType,"Returns the description of Person Vaccination Date. E.g. 1st Dose, Booster Dose, Fully Vaccinated by, for vaccination"
Vaccination_Detail_DataType,Vaccination_Date,date,Returns date of vaccination
Add_Vaccination_RequestType,Business_Process_Parameters,Business_Process_ParametersType,"Container for the processing options for a business process. If no options are submitted (or the options are submitted as 'false') then the business process is simply initiated as if it where submitted on-line with approvals, reviews, notifications and to-do's in place. If the Initiator is an Integration System User, any validations you configured on the Initiation step are ignored."
Add_Vaccination_RequestType,Add_Vaccination_Data,Add_Vaccination_DataType,Wrapper element for the Add Vaccination web service
Add_Workplace_Test_DataType,Person_Reference,RoleObjectType,Placeholder for Workplace Test Web Service
Add_Workplace_Test_DataType,Universal_ID_Reference,Universal_IdentifierObjectType,Placeholder for Workplace Test Web Service
Add_Workplace_Test_DataType,Workplace_Test_Data,Workplace_Test_Detail_DataType,Placeholder for Workplace Test Web Service
Add_Workplace_Test_RequestType,Business_Process_Parameters,Business_Process_ParametersType,Placeholder for Workplace Test Web Service
Add_Workplace_Test_RequestType,Add_Workplace_Test_Data,Add_Workplace_Test_DataType,Placeholder for Workplace Test Web Service
Workplace_Test_Detail_DataType,Workplace_Test_Type_Reference,Workplace_Test_TypeObjectType,Placeholder for Workplace Test Web Service
Workplace_Test_Detail_DataType,Workplace_Test_Result_Reference,Workplace_Test_ResultObjectType,Placeholder for Workplace Test Web Service
Workplace_Test_Detail_DataType,Workplace_Test_Taken_Date,date,Placeholder for Workplace Test Web Service
Add_Workplace_Test_ResponseType,Workplace_Test_Event_Reference,Unique_IdentifierObjectType,Returns the Add Workplace Test Event Reference.
Get_Person_Name_Pronunciations_RequestType,Request_References,Get_Person_Name_Pronunciations_Request_ReferencesType,Utilize the Request References element to retrieve a specific instance or instances of Person and their associated name pronunciation.
Get_Person_Name_Pronunciations_RequestType,Response_Filter,Response_FilterType,
Get_Person_Name_Pronunciations_RequestType,Request_Criteria_Data,Change_Person_Name_Pronunciation_Request_CriteriaType,Allows retrieving Person Name Pronunciation based on request criteria.
Person_Name_Pronunciation_Response_DataType,Person_Name_Pronunciation,Person_Name_PronunciationType,
Person_Name_PronunciationType,Person_Reference,RoleObjectType,"A reference to the ID of the person through one of its active person types, such as worker, student, affiliate, external committee member, and so on. The ID consists of a type attribute, which should be set to one of either ""Employee_ID"", ""Contingent_Worker_ID"", ""Student_ID"", etc, and a value attribute, such as ""04345""."
Person_Name_PronunciationType,Person_Name_Pronunciation_Data,Change_Person_Name_Pronunciation_DataType,
Person_Name_Pronunciation_DataType,Phonetic_Pronunciation,,Person's phonetic pronunciation
Get_Person_Name_Pronunciations_ResponseType,Request_References,Get_Person_Name_Pronunciations_Request_ReferencesType,
Get_Person_Name_Pronunciations_ResponseType,Response_Filter,Response_FilterType,
Get_Person_Name_Pronunciations_ResponseType,Response_Results,Response_ResultsType,
Get_Person_Name_Pronunciations_ResponseType,Response_Data,Person_Name_Pronunciation_Response_DataType,
Change_Person_Name_Pronunciation_DataType,Person_Reference,RoleObjectType,A unique person reference for the person whose name pronunciation is being updated.
Change_Person_Name_Pronunciation_DataType,Universal_ID_Reference,Universal_IdentifierObjectType,A unique universal identifier reference for the person whose name pronunciation is being updated.
Change_Person_Name_Pronunciation_DataType,Name_Pronunciation_Data,Person_Name_Pronunciation_DataType,
Get_Person_Name_Pronunciations_Request_ReferencesType,Person_Reference,RoleObjectType,"A reference to the ID of a role associated with a person. Roles are like worker, student, external student etc. The ID consists of a type attribute which should be set to 'Employee_ID' or ""Contingent_Worker_ID"", for worker or 'Academic_Person_ID' for a student"
Get_Person_Name_Pronunciations_Request_ReferencesType,Universal_ID_Reference,Universal_IdentifierObjectType,A reference to the Universal ID for a person
Change_Person_Name_Pronunciation_Request_CriteriaType,Person_Type_Criteria_Data,Person_Type_CriteriaType,
Change_Person_Name_Pronunciation_RequestType,Business_Process_Parameters,Business_Process_ParametersType,
Change_Person_Name_Pronunciation_RequestType,Person_Name_Pronunciation_Data,Change_Person_Name_Pronunciation_DataType,
Change_Person_Name_Pronunciation_ResponseType,Name_Pronunciation_Change_Event_Reference,Unique_IdentifierObjectType,The Name Pronunciation Change Event created by the corresponding request.
Flextime_Band_DataType,Category_Reference,Flextime_Calculation_Tag_CategoryObjectType,Category name for the flextime band.
Flextime_Band_DataType,Day_of_the_Week_Reference,Day_of_the_WeekObjectType,Day(s) of the week included in the flextime band.
Flextime_Band_DataType,Start_Time,time,Time value for the start of the flextime band.
Flextime_Band_DataType,End_Time,time,Time value for the end of the flextime band.
Vaccination_WWSType,Person_Reference,RoleObjectType,Person Reference associated with the Vaccination
Vaccination_WWSType,Universal_ID_Reference,Universal_IdentifierObjectType,Universal ID Reference associated with the Vaccination
Vaccination_WWSType,Vaccination_Data,Vaccination_Data_WWSType,Vaccination Details
Workplace_Test_WWSType,Person_Reference,RoleObjectType,Workplace Test Role Reference
Workplace_Test_WWSType,Universal_ID_Reference,Universal_IdentifierObjectType,Workplace Test Person Universal ID Reference
Workplace_Test_WWSType,Workplace_Test_Data,Workplace_Test_Data_WWSType,Workplace Test Details
Get_Workplace_Tests_ResponseType,Request_References,Workplace_Test_Request_ReferencesType,Workplace Test Retrieval References
Get_Workplace_Tests_ResponseType,Response_Filter,Response_FilterType,Workplace Test Response Filter
Get_Workplace_Tests_ResponseType,Response_Results,Response_ResultsType,Workplace Test Response Results
Get_Workplace_Tests_ResponseType,Response_Data,Workplace_Tests_Response_DataType,Workplace Test Details
Vaccinations_Response_DataType,Vaccination,Vaccination_WWSType,Vaccination Details
Get_Vaccinations_RequestType,Request_References,Vaccination_Request_ReferencesType,Vaccination Reference IDs
Get_Vaccinations_RequestType,Response_Filter,Response_FilterType,Vaccination Response Filters
Get_Workplace_Tests_RequestType,Request_References,Workplace_Test_Request_ReferencesType,Workplace Test Reference IDs
Get_Workplace_Tests_RequestType,Response_Filter,Response_FilterType,Workplace Test Response Filters
Vaccination_Request_ReferencesType,Person_Reference,RoleObjectType,REFERENCE_ID for Person
Vaccination_Request_ReferencesType,Universal_ID_Reference,Universal_IdentifierObjectType,REFERENCE_ID for Universal ID
Vaccination_Data_WWSType,Vaccine_Type_Reference,Vaccine_TypeObjectType,Reference ID for Vaccine Type
Vaccination_Data_WWSType,Vaccination_Status_Reference,Vaccination_StatusObjectType,Reference ID for Vaccination Status
Vaccination_Data_WWSType,Vaccine_Reference,VaccineObjectType,Reference ID for Vaccine
Vaccination_Data_WWSType,Vaccination_Event_Type_Reference,Vaccination_Event_TypeObjectType,Reference ID for Vaccination Event Type
Vaccination_Data_WWSType,Vaccination_Date,date,Vaccination Date
Workplace_Test_Request_ReferencesType,Person_Reference,RoleObjectType,REFERENCE_ID for Person.
Workplace_Test_Request_ReferencesType,Universal_ID_Reference,Universal_IdentifierObjectType,REFERENCE_ID for Universal ID
Workplace_Tests_Response_DataType,Workplace_Test,Workplace_Test_WWSType,Workplace Test Information
Get_Vaccinations_ResponseType,Request_References,Vaccination_Request_ReferencesType,Vaccination Retrieval References
Get_Vaccinations_ResponseType,Response_Filter,Response_FilterType,Vaccination Response Filter
Get_Vaccinations_ResponseType,Response_Results,Response_ResultsType,Vaccination Results
Get_Vaccinations_ResponseType,Response_Data,Vaccinations_Response_DataType,Vaccination Details
Workplace_Test_Data_WWSType,Workplace_Test_Type_Reference,Workplace_Test_TypeObjectType,Reference ID for Workplace Test Type
Workplace_Test_Data_WWSType,Workplace_Test_Result_Reference,Workplace_Test_ResultObjectType,Reference ID for Workplace Test Result
Workplace_Test_Data_WWSType,Workplace_Test_Result_Date,date,Workplace Test Date
Aboriginal_Indigenous_Details_DataType,Aboriginal_Indigenous_Identification_Details_Reference,Aboriginal_Indigenous_DetailsObjectType,A unique identifier used to reference an Aboriginal/Indigenous Details.
Aboriginal_Indigenous_Details_DataType,ID,string,The Reference ID for the Aboriginal/Indigenous Details.
Aboriginal_Indigenous_Details_DataType,Order,,Order for Aboriginal/Indigenous Details
Aboriginal_Indigenous_Details_DataType,Aboriginal_Indigenous_Identification_Details_Name,string,The name of the Aboriginal/Indigenous Details.
Aboriginal_Indigenous_Details_DataType,Inactive,boolean,Flag indicating that the Aboriginal/Indigenous Details is no longer used.
Put_Aboriginal_Indigenous_Identification_Details_RequestType,Aboriginal_Indigenous_Identification_Details_Data,Aboriginal_Indigenous_Identification_Details_DataType,
Get_Aboriginal_Indigenous_Identification_Details_ResponseType,Request_References,Aboriginal_Indigenous_Category_Request_ReferencesType,
Get_Aboriginal_Indigenous_Identification_Details_ResponseType,Response_Filter,Response_FilterType,
Get_Aboriginal_Indigenous_Identification_Details_ResponseType,Response_Results,Response_ResultsType,
Get_Aboriginal_Indigenous_Identification_Details_ResponseType,Response_Data,Aboriginal_Indigenous_Category_Response_DataType,
Get_Aboriginal_Indigenous_Identification_Details_RequestType,Request_References,Aboriginal_Indigenous_Category_Request_ReferencesType,
Get_Aboriginal_Indigenous_Identification_Details_RequestType,Response_Filter,Response_FilterType,
Aboriginal_Indigenous_Category_DataType,Aboriginal_Indigenous_Identification_Category_Reference,Aboriginal_Indigenous_CategoryObjectType,A unique identifier used to reference a Aboriginal/Indigenous Category
Aboriginal_Indigenous_Category_DataType,ID,string,The Reference ID for the Aboriginal/Indigenous Category.
Aboriginal_Indigenous_Category_DataType,Order,,Order for an Aboriginal/Indigenous Category
Aboriginal_Indigenous_Category_DataType,Aboriginal_Indigenous_Identification_Category_Name,string,The name of the Aboriginal/Indigenous Category.
Aboriginal_Indigenous_Category_DataType,Inactive,boolean,Flag indicating that the Aboriginal/Indigenous Category is no longer used.
Aboriginal_Indigenous_Category_DataType,Aboriginal_Indigenous_Details_Data,Aboriginal_Indigenous_Details_DataType,Contains the detailed information about an Aboriginal/Indigenous Details.
Put_Aboriginal_Indigenous_Identification_Details_ResponseType,Location_Context_Reference,Location_ContextObjectType,A unique identifier used to reference an Aboriginal/Indigenous Details.
Aboriginal_Indigenous_Identification_Details_DataType,Location_Context_Reference,Location_ContextObjectType,The Location Context for this Aboriginal/Indigenous Details transaction.
Aboriginal_Indigenous_Identification_Details_DataType,Aboriginal_Indigenous_Category_Data,Aboriginal_Indigenous_Category_DataType,Contains the detailed information about an Aboriginal/Indigenous Category.
Aboriginal_Indigenous_Category_Request_ReferencesType,Location_Context_Reference,Location_ContextObjectType,The Location Context for this Aboriginal/Indigenous Category Configuration transaction.
Aboriginal_Indigenous_Category_Response_DataType,Aboriginal_Indigenous_Identification_Details,Aboriginal_Indigenous_for_Location_Context_DataType,
Aboriginal_Indigenous_for_Location_Context_DataType,Location_Context_Reference,Location_ContextObjectType,The Location Context for this Aboriginal/Indigenous Details transaction.
Aboriginal_Indigenous_for_Location_Context_DataType,Aboriginal_Indigenous_Identification_Details_Data,Aboriginal_Indigenous_Identification_Details_DataType,
Preferred_Time_Zone_DataType,Time_Zone_Reference,Time_ZoneObjectType,Worker Preferred Time Zone Reference.
Vaccine_DataType,Vaccine_ID,string,Contains a unique identifier for an instance of an object.
Vaccine_DataType,Vaccine_Type_Reference,Vaccine_TypeObjectType,The vaccine type associated with the vaccine.
Vaccine_DataType,Vaccine_Manufacturer_Reference,Vaccine_ManufacturerObjectType,The vaccine manufacturer associated with the vaccine.
Vaccine_DataType,Vaccination_Event_Type_Reference,Vaccination_Event_TypeObjectType,The vaccination event type associated with the vaccine.
Vaccine_DataType,Vaccine_Inactive,boolean,"If true, the vaccine is inactivated. You might have downstream impacts if there's existing vaccination data."
Vaccination_Status_Request_ReferencesType,Vaccination_Status_Reference,Vaccination_StatusObjectType,The Vaccine Status references.
Get_Vaccine_Types_ResponseType,Request_References,Vaccine_Type_Request_ReferencesType,Contains references that identify specific Vaccine Type instances.
Get_Vaccine_Types_ResponseType,Response_Filter,Response_FilterType,
Get_Vaccine_Types_ResponseType,Response_Results,Response_ResultsType,
Get_Vaccine_Types_ResponseType,Response_Data,Vaccine_Type_Response_DataType,Contains Vaccination Event Type data based on the Request References or Request Criteria. The data returned is the current information as of the dates in the response filter.
Get_Vaccination_Status_RequestType,Request_References,Vaccination_Status_Request_ReferencesType,Contains references that identify specific Vaccination Status instances.
Get_Vaccination_Status_RequestType,Response_Filter,Response_FilterType,
Put_Vaccine_RequestType,Vaccine_Reference,VaccineObjectType,Contains the Vaccine reference.
Put_Vaccine_RequestType,Vaccine_Data,Vaccine_DataType,
Vaccine_Request_ReferencesType,Vaccine_Reference,VaccineObjectType,The Vaccine references.
Put_Vaccination_Status_ResponseType,Vaccination_Status_Reference,Vaccination_StatusObjectType,Contains the Vaccination Status.
Put_Vaccine_Type_ResponseType,Vaccine_Type_Reference,Vaccine_TypeObjectType,Contains the Vaccine Type reference.
Put_Vaccine_ResponseType,Vaccine_Reference,VaccineObjectType,Contains the Vaccine reference.
Vaccine_Manufacturer_Get_DataType,Vaccine_Manufacturer_Reference,Vaccine_ManufacturerObjectType,Contains the Vaccine Manufacturer instance and its associated data.
Vaccine_Manufacturer_Get_DataType,Vaccine_Manufacturer_Data,Vaccine_Manufacturer_DataType,
Vaccine_Manufacturer_DataType,Vaccine_Manufacturer_ID,string,Contains a unique identifier for an instance of an object.
Vaccine_Manufacturer_DataType,Vaccine_Manufacturer_Name,string,The name of the Vaccine Manufacturer.
Vaccine_Manufacturer_DataType,Vaccine_Manufacturer_Inactive,boolean,"If true, the vaccination event type is inactivated. You might have downstream impacts if there's existing vaccination data."
Put_Vaccination_Event_Type_RequestType,Vaccination_Event_Type_Reference,Vaccination_Event_TypeObjectType,Contains the Vaccination Event Type.
Put_Vaccination_Event_Type_RequestType,Vaccination_Event_Type_Data,Vaccination_Event_Type_DataType,
Vaccination_Event_Type_Get_DataType,Vaccination_Event_Type_Reference,Vaccination_Event_TypeObjectType,Contains the Vaccination Event Type instance and its associated data.
Vaccination_Event_Type_Get_DataType,Vaccination_Event_Type_Data,Vaccination_Event_Type_DataType,
Get_Vaccination_Event_Types_RequestType,Request_References,Vaccination_Event_Type_Request_ReferencesType,
Get_Vaccination_Event_Types_RequestType,Response_Filter,Response_FilterType,
Get_Vaccines_ResponseType,Request_References,Vaccine_Request_ReferencesType,
Get_Vaccines_ResponseType,Response_Filter,Response_FilterType,
Get_Vaccines_ResponseType,Response_Results,Response_ResultsType,
Get_Vaccines_ResponseType,Response_Data,Vaccine_Response_DataType,
Get_Vaccine_Types_RequestType,Request_References,Vaccine_Type_Request_ReferencesType,Contains references that identify specific Vaccine Type instances.
Get_Vaccine_Types_RequestType,Response_Filter,Response_FilterType,
Vaccination_Event_Type_Response_DataType,Vaccination_Event_Type,Vaccination_Event_Type_Get_DataType,
Vaccination_Event_Type_DataType,Vaccination_Event_Type_ID,string,Contains a unique identifier for an instance of an object.
Vaccination_Event_Type_DataType,Vaccination_Event_Type_Name,string,The type of vaccination event workers can select when entering their vaccination. Example: First Dose.
Vaccination_Event_Type_DataType,Vaccination_Event_Type_Inactive,boolean,"If true, the vaccination event type is inactivated. You might have downstream impacts if there's existing vaccination data."
Put_Vaccination_Event_Type_ResponseType,Vaccination_Event_Type_Reference,Vaccination_Event_TypeObjectType,Contains the Vaccination Event Type.
Vaccination_Status_Get_DataType,Vaccination_Status_Reference,Vaccination_StatusObjectType,Contains the Vaccination Status instance and its associated data.
Vaccination_Status_Get_DataType,Vaccination_Status_Data,Vaccination_Status_DataType,Contains the Vaccination Status data.
Vaccine_Manufacturer_Response_DataType,Vaccine_Manufacturer,Vaccine_Manufacturer_Get_DataType,
Vaccine_Type_DataType,Vaccine_Type_ID,string,Contains a unique identifier for an instance of an object.
Vaccine_Type_DataType,Vaccine_Type_Name,string,The name of the type of vaccine.
Vaccine_Type_DataType,Vaccine_Type_Inactive,boolean,"If true, the type is inactivated. You might have downstream impacts if there's existing vaccination data."
Get_Vaccination_Status_ResponseType,Request_References,Vaccination_Status_Request_ReferencesType,Contains references that identify specific Vaccination Status instances.
Get_Vaccination_Status_ResponseType,Response_Filter,Response_FilterType,
Get_Vaccination_Status_ResponseType,Response_Results,Response_ResultsType,
Get_Vaccination_Status_ResponseType,Response_Data,Vaccination_Status_Response_DataType,Contains Vaccination Status data based on the Request References or Request Criteria. The data returned is the current information as of the dates in the response filter.
