wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Worker_Position_DataType,Work_Hours_Profile_Reference,Work_Hours_ProfileObjectType,The work hour profile(s) for the position.,direct_alias_match,employee.position,,address.country,0.800,employee.id,0.550
Compensation_DataType,Effective_Date,date,Effective Date of Compensation.,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Compensation_DataType,Summary_Compensation_Data,Compensation_Summary_DataType,,unmapped,,,,,,
Worker_Status_DataType,Hire_Date,date,Most recent Hire Date for the Worker.,direct_alias_match,employee.hire_date,,contract.end_date,0.800,employee.hire_date,1.000
Worker_Status_DataType,Original_Hire_Date,date,Earliest Hire Date for the Worker.,direct_alias_match,employee.hire_date,,contract.end_date,0.800,employee.hire_date,1.000
Worker_Status_DataType,End_Employment_Date,date,Employment End Date for the Worker. This field is informational only. The value is effective immediately on update.,direct_alias_match,employee.position,,absence.end_date,0.500,absence end date,0.550
Worker_Status_DataType,Seniority_Date,date,Seniority date for the worker. Defaults to hire date.,direct_alias_match,employee.hire_date,,contract.end_date,0.800,address valid to,0.550
Worker_Status_DataType,Company_Service_Date,date,"The Company Service Date in the employee's service dates. If empty, Workday will use the existing date.",direct_alias_match,employee.service_date,,employee.employment_status,0.600,employee status,0.550
Compensation_Summary_DataType,Total_Base_Pay,,Total Base Pay (as stated for Frequency).,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,base salary,0.550
Compensation_Summary_DataType,Currency_Reference,Currency_Reference_DataType,,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Compensation_Summary_DataType,Frequency_Reference,Frequency_Reference_DataType,,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Organization_Add_UpdateType,Organization_Data,Organization_DataType,,unmapped,,,,,,
Organization_Content_DataType,Integration_ID_Data,External_Integration_ID_DataType,,direct_alias_match,employee.position,,address.country,0.800,company id,0.550
Organization_Content_DataType,Organization_Name,string,Text attribute identifying Organization Name.,direct_alias_match,account.name,,account.name,1.000,organizational unit name,1.000
Location_Content_DataType,Integration_ID_Data,External_Integration_ID_DataType,,direct_alias_match,employee.position,,address.city,0.500,address.country,0.550
Location_Content_DataType,Location_Name,string,Text attribute identifying Location Name.,direct_alias_match,location.name,,location.name,1.000,,
Citizenship_Status_ReferenceType,Country_Reference,Country_ReferenceType,,direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Military_Status_ReferenceType,Country_Reference,Country_ReferenceType,,direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Gender_ReferenceType,Gender_Description,string,Unique attribute name and description that identifies a valid instance of gender.,unmapped,,,,,,
Language_ReferenceType,Language_Description,string,Unique attribute name/description identifying a valid instance of Language.,unmapped,,,,,,
Payroll_Interface_Processing_DataType,Pay_Rate_Type_Reference,Pay_Rate_Type_ReferenceType,Reference to the pay rate type for the position.,direct_alias_match,compensation.base_salary,,activity id,0.500,compensation.base_salary,1.000
Payroll_Interface_Processing_DataType,Frequency_Reference,Frequency_Reference_DataType,Reference to a Frequency.,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Payroll_Interface_Processing_DataType,Pay_Group_Reference,External_Pay_Group_ReferenceType,The external pay group for the position.,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Payroll_Interface_Processing_DataType,Payroll_Entity_Reference,External_Payroll_Entity_ReferenceType,The external payroll entity for the position.,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Termination_Status_DataType,Termination_Date,date,Most recent Termination Date.,direct_alias_match,employee.termination_date,,employee.position,0.800,employee.termination_date,1.000
Termination_Status_DataType,Termination_Category,string,Most recent termination event Category.,unmapped,,,,,,
Termination_Status_DataType,Termination_Reason,string,Most recent termination event Reason.,direct_alias_match,employee.termination_reason,,employee.termination_reason,1.000,,
Leave_Status_DataType,Leave_Start_Date,date,Current leave event Start Date.,direct_alias_match,absence.start_date,,absence.start_date,1.000,absence start date,0.550
Leave_Status_DataType,Leave_End_Date,date,Most recent leave event Actual End Date.,direct_alias_match,absence.end_date,,absence.end_date,1.000,absence end date,0.550
Leave_Status_DataType,Benefits_Effect,boolean,Boolean attribute identifying whether the leave event has a Benefits Effect.,unmapped,,,,,,
Leave_Status_DataType,Payroll_Effect,boolean,Boolean attribute identifying whether the leave event has a Payroll Effect.,unmapped,,,,,,
Leave_Status_DataType,Paid_Time_Off_Accrual_Effect,boolean,Boolean attribute identifying whether the leave event has a Absence Accrual Effect.,unmapped,,,,,,
Leave_Status_DataType,Continuous_Service_Accrual_Effect,boolean,Boolean attribute identifying whether the leave event has a Continuous Service Accrual Effect.,unmapped,,,,,,
Probation_Status_DataType,Probation_Start_Date,date,Primary Position Probation Start Date,direct_alias_match,employee.position,,absence.start_date,0.500,absence start date,0.550
Probation_Status_DataType,Probation_End_Date,date,Primary Position Probation End Date,direct_alias_match,employee.position,,absence.end_date,0.500,absence end date,0.550
Worker_Personal_Info_DataType,Personal_Info_Data,Personal_Info_DataType,,unmapped,,,,,,
School_Type_ReferenceType,Institution_Type_Name,string,Unique attribute name/description identifying a valid instance of Educational Institution Type.,unmapped,,,,,,
Employee_Personal_InfoType,Employee_Personal_Info_Data,Worker_Personal_Info_DataType,,unmapped,,,,,,
Employee_Related_PersonsType,Related_Persons_Data,Related_Persons_DataType,,unmapped,,,,,,
Related_Persons_DataType,Related_Person_Data,Related_Person_DataType,,unmapped,,,,,,
Employee_Compensation_Commission_Plan_Assignment_Detail_DataType,Currency_Reference,Currency_Reference_DataType,,direct_alias_match,compensation.base_salary,,accounting.document_currency_code,0.500,compensation.base_salary,1.000
Employee_Compensation_Commission_Plan_Assignment_Detail_DataType,Frequency_Reference,Frequency_Reference_DataType,,direct_alias_match,compensation.base_salary,,compensation.base_salary,1.000,compensation.base_salary,1.000
Worker_ProfileType,Worker_Reference,Worker_ReferenceType,,direct_alias_match,employee.id,,employee.id,1.000,employee.id,1.000
Worker_ProfileType,Worker_Profile_Data,Worker_Profile_DataType,,unmapped,,,,,,
Get_Locations_RequestType,Request_Criteria,Location_Request_CriteriaType,Element containing filtering criteria to specify the Location to return in the response.,unmapped,,,,,,
Get_Locations_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Locations_ResponseType,Request_References,Location_Request_ReferencesType,,unmapped,,,,,,
Get_Locations_ResponseType,Request_Criteria,Location_Request_CriteriaType,,unmapped,,,,,,
Get_Locations_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Locations_ResponseType,Response_Group,Location_Response_GroupType,,unmapped,,,,,,
Get_Locations_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Locations_ResponseType,Response_Data,Location_Response_DataType,,unmapped,,,,,,
Contingent_Worker_Contract_InfoType,Contingent_Worker_Contract_Info_Data,Contingent_Worker_Contract_Info_DataType,,unmapped,,,,,,
Contingent_Worker_Contract_Info_DataType,Contract_Details_Data,Contract_Details_DataType,,unmapped,,,,,,
Contingent_Worker_Contract_Info_DataType,Contract_End_Date,date,Date of Contract End.,direct_alias_match,contract.end_date,,absence.end_date,0.500,absence end date,0.550
Contingent_Worker_Contract_Info_DataType,Worker_Document_Data,Worker_Document_Data_WWSType,,unmapped,,,,,,
Business_SiteType,Location_Reference,Business_Site_Reference_DataType,,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Business_SiteType,Location_Data,Location_DataType,,unmapped,,,,,,
Organization_WWSType,Organization_Data,Organization_WWS_DataType,,unmapped,,,,,,
Contingent_Worker_Personal_InfoType,Contingent_Worker_Personal_Info_Data,Worker_Personal_Info_DataType,,unmapped,,,,,,
Get_Previous_System_Job_History_RequestType,Request_References,Worker_Request_ReferencesType,,unmapped,,,,,,
Get_Previous_System_Job_History_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Previous_System_Job_History_RequestType,Response_Group,Worker_Response_Group_for_ReferenceType,,unmapped,,,,,,
Get_Previous_System_Job_History_ResponseType,Request_References,Worker_Request_ReferencesType,,unmapped,,,,,,
Get_Previous_System_Job_History_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Previous_System_Job_History_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Previous_System_Job_History_ResponseType,Response_Group,Worker_Response_Group_for_ReferenceType,,unmapped,,,,,,
Get_Previous_System_Job_History_ResponseType,Response_Data,Previous_System_Job_History_Response_DataType,,unmapped,,,,,,
Server_TimestampType,Server_Timestamp_Data,dateTime,Encapsulating element containing all Server Timestamp data.,unmapped,,,,,,
Employee_Image_UpdateType,Employee_Image_Data,Employee_Image_DataType,,unmapped,,,,,,
Employee_Image_DataType,Filename,,Text attribute identifying Filename of the Attachment.,direct_alias_match,attachment.file_name,,address.city,0.800,file name,1.000
Employee_Image_DataType,Image,base64Binary,File content in binary format.,unmapped,,,,,,
EmployeeType,Employee_Data,Employee_DataType,,unmapped,,,,,,
Employee_DataType,Employee_ID,string,Text attribute identifying Employee ID.,direct_alias_match,employee.id,,contact.id,0.800,employee id,1.000
Employee_DataType,User_ID,string,Text attribute identifying User Name.,strong_canonical_candidate,,,account.id,0.800,account owner,1.000
Employee_DataType,Integration_ID_Data,External_Integration_ID_DataType,,direct_alias_match,employee.position,,address.country,0.800,employee id,0.550
Employee_DataType,Personal_Info_Data,Personal_Info_DataType,,unmapped,,,,,,
