wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Get_Committee_Classifications_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Committee_Classifications_ResponseType,Response_Data,Committee_Classification_Response_DataType,Committee Classification Response Data,unmapped,,,,,,
Committee_Membership_Type_Response_GroupType,Include_Reference,boolean,Boolean flag to include Reference in response.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
Get_Committee_Membership_Types_RequestType,Request_References,Committee_Membership_Type_Request_ReferencesType,,unmapped,,,,,,
Get_Committee_Membership_Types_RequestType,Request_Criteria,Committee_Membership_Type_Request_CriteriaType,,unmapped,,,,,,
Get_Committee_Membership_Types_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Committee_Membership_Types_RequestType,Response_Group,Committee_Membership_Type_Response_GroupType,,unmapped,,,,,,
Committee_Membership_TypeType,Committee_Membership_Type_Data,Committee_Membership_Type_DataType,Committee Member Type Data,unmapped,,,,,,
Committee_Membership_Type_Response_DataType,Committee_Membership_Type,Committee_Membership_TypeType,Contains the data for a Committee Member Type,unmapped,,,,,,
Get_Committee_Membership_Types_ResponseType,Request_References,Committee_Membership_Type_Request_ReferencesType,Utilize the Request References element to retrieve a specific instance(s) of a Committee member Type and its associated data.,unmapped,,,,,,
Get_Committee_Membership_Types_ResponseType,Request_Criteria,Committee_Membership_Type_Request_CriteriaType,Committee Member Type Request Criteria,unmapped,,,,,,
Get_Committee_Membership_Types_ResponseType,Response_Filter,Response_FilterType,Response Filter,unmapped,,,,,,
Get_Committee_Membership_Types_ResponseType,Response_Group,Committee_Membership_Type_Response_GroupType,Committee Member Type Response Group,unmapped,,,,,,
Get_Committee_Membership_Types_ResponseType,Response_Results,Response_ResultsType,Response Results,unmapped,,,,,,
Get_Committee_Membership_Types_ResponseType,Response_Data,Committee_Membership_Type_Response_DataType,Committee Member Type Response Data,unmapped,,,,,,
Committee_Membership_Type_DataType,ID,string,"Unique Identifier for the committee member type. If not entered, one will be generated.",direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Committee_Membership_Type_DataType,Name,string,Committee Member Type Name. Required for add.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Committee_Membership_Type_DataType,Inactive,boolean,A boolean flag to disable this Committee Membership Type from being assigned to any new membership profiles. Note: This Committee Membership Type still appears in historical reporting.,direct_alias_match,address.city,,account.owner_employee_id,0.500,account owner,0.550
Put_Committee_Membership_Type_RequestType,Committee_Membership_Type_Data,Committee_Membership_Type_DataType,Data for Committee Member Type,unmapped,,,,,,
Employee_Probation_Period_Detail_DataType,Employee_Probation_Period_Event_Reference,Unique_IdentifierObjectType,Probation Period Event Reference for the Worker's effective Position,direct_alias_match,employee.position,,activity id,0.500,activity id,0.550
Employee_Probation_Period_Detail_DataType,Effective_Date,date,Effective Date of the Probation Period Event,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Employee_Probation_Period_Detail_DataType,Start_Date,date,Probation Start Date of the Probation Period belonging to the effective Position,direct_alias_match,employee.position,,absence.start_date,0.800,absence start date,1.000
Employee_Probation_Period_Detail_DataType,End_Date,date,Probation End Date of the Probation Period belonging to the effective Position,direct_alias_match,employee.position,,absence.end_date,0.800,absence end date,1.000
Employee_Probation_Period_Detail_DataType,Probation_Type_Reference,Employee_Probation_Period_TypeObjectType,Probation Type of the Probation Period belonging to the effective Position,direct_alias_match,employee.position,,activity id,0.500,address valid to,0.550
Employee_Probation_Period_Detail_DataType,Probation_Reason_Reference,Employee_Probation_Period_ReasonObjectType,Probation Reason of the Probation Period belonging to the effective Position,direct_alias_match,employee.position,,address.country,0.800,address valid to,0.550
Employee_Probation_Period_Detail_DataType,Extended_End_Date,date,Probation Extended End Date of the Probation Period belonging to the effective Position,direct_alias_match,employee.position,,absence.end_date,0.500,absence end date,0.550
Employee_Probation_Period_Detail_DataType,Note,string,Note / Comments of the Probation Period belonging to the effective Position,direct_alias_match,employee.position,,address.city,0.800,address valid to,0.550
Manage_Committee_Membership_RequestType,Business_Process_Parameters,Business_Process_ParametersType,,unmapped,,,,,,
Manage_Committee_Membership_RequestType,Manage_Committee_Membership_Data,Manage_Committee_Membership_DataType,Wrapper Element for the Manage Committee Membership business process web service.,unmapped,,,,,,
Manage_Committee_Membership_DataType,Create_External_Committee_Member_Data,Create_External_Committee_Member_DataType,Wrapper for all the data needed for creating a new External Committee Member,unmapped,,,,,,
Manage_Committee_Membership_DataType,Effective_Date,date,"Effective Date for the Manage Committee Membership Service Event, will be the start date for a new Committee Membership Service",direct_alias_match,employee.position,,absence.start_date,0.500,absence start date,0.550
Manage_Committee_Membership_DataType,End_Date,date,End Date for the Manage Committee Membership Service,direct_alias_match,employee.position,,absence.end_date,0.800,absence end date,1.000
Manage_Committee_Membership_DataType,Manage_Professional_Affiliation_Sub_Business_Process_for_External_Committee_Member,Manage_Professional_Affiliation_Sub_Business_Process_DataType,,unmapped,,,,,,
Manage_Employee_Probation_Periods_Event_RequestType,Business_Process_Parameters,Business_Process_ParametersType,Business Process Parameters,unmapped,,,,,,
Manage_Employee_Probation_Periods_Event_DataType,Worker_Reference,WorkerObjectType,Employee for the probation period,direct_alias_match,employee.id,,activity id,0.500,activity id,0.550
Manage_Employee_Probation_Periods_Event_DataType,Position_Reference,Position_ElementObjectType,Position for which the Probation Period is being added / modified,direct_alias_match,employee.position,,activity id,0.500,activity id,0.550
Manage_Employee_Probation_Periods_Event_DataType,Start_Date,date,Probation Period Start Date,direct_alias_match,employee.position,,absence.start_date,0.800,absence start date,1.000
Manage_Employee_Probation_Periods_Event_DataType,End_Date,date,Probation Period End Date,direct_alias_match,employee.position,,absence.end_date,0.800,absence end date,1.000
Manage_Employee_Probation_Periods_Event_DataType,Probation_Type_Reference,Employee_Probation_Period_TypeObjectType,Probation Period Type,direct_alias_match,employee.position,,activity id,0.500,activity id,0.550
Manage_Employee_Probation_Periods_Event_DataType,Probation_Reason_Reference,Employee_Probation_Period_ReasonObjectType,Probation Period Reason,direct_alias_match,employee.position,,activity id,0.500,activity id,0.550
Manage_Employee_Probation_Periods_Event_DataType,Extended_End_Date,date,Extended End Date of the Probation Period,direct_alias_match,employee.position,,absence.end_date,0.500,absence end date,0.550
Manage_Employee_Probation_Periods_Event_DataType,Note,string,Comments / Note,direct_alias_match,employee.position,,address.city,0.800,employee.position,1.000
Manage_Employee_Probation_Periods_Event_ResponseType,Employee_Probation_Period_Event_Reference,Unique_IdentifierObjectType,The Probation Period Event that is created for the Woker,direct_alias_match,employee.position,,activity id,0.500,activity id,0.550
Maintain_Committee_Definition_RequestType,Committee_Definition_Reference,CommitteeObjectType,Committee Definition,unmapped,,,,,,
Maintain_Committee_Definition_RequestType,Committee_Definition_Data,Committee_Definition_DataType,,unmapped,,,,,,
Committee_Definition_DataType,ID,string,Integration Reference ID used for integration purposes; This is also the Committee ID,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Committee_Definition_DataType,Private_Committee,boolean,Private Committee,unmapped,,,,,,
Committee_Definition_DataType,Include_Code_in_Name,boolean,Include Code in Name,unmapped,,,,,,
Committee_Definition_DataType,Include_Type_in_Name,boolean,Include Type in Name,unmapped,,,,,,
Committee_Definition_DataType,Include_Subtype_in_Name,boolean,Include Subtype,unmapped,,,,,,
Committee_Definition_DataType,Committee_Classifications_Reference,Committee_ClassificationObjectType,Committee Classification,unmapped,,,,,,
Committee_Definition_DataType,Publishable,boolean,Publishable,unmapped,,,,,,
Committee_Definition_DataType,External_URL_Reference,External_URLObjectType,External URL,direct_alias_match,employee.department,,employee.department,1.000,employee.department,1.000
Committee_Definition_DataType,Committee_Attachment_Data,Committee_Attachment_DataType,,unmapped,,,,,,
Committee_Definition_DataType,Committee_Definition_Snapshot_Data,Committee_Definition_Snapshot_DataType,,unmapped,,,,,,
Maintain_Committee_Definition_ResponseType,Committee_Definition_Reference,CommitteeObjectType,Committee Definition Reference,unmapped,,,,,,
Committee_Definition_Snapshot_DataType,Effective_Date,date,Effective Date,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Committee_Definition_Snapshot_DataType,Committee_Name,string,Committee Name,unmapped,,,,,,
Committee_Definition_Snapshot_DataType,Committee_Code,string,Committee Code,unmapped,,,,,,
Committee_Definition_Snapshot_DataType,Superior_Committee_Reference,CommitteeObjectType,Superior Committee,unmapped,,,,,,
Committee_Definition_Snapshot_DataType,Committee_Summary,RichText,Committee Summary,unmapped,,,,,,
Committee_Definition_Snapshot_DataType,Committee_Purpose_-_Detailed,RichText,Committee Purpose -Detailed,unmapped,,,,,,
Committee_Definition_Snapshot_DataType,Inactive,boolean,Inactive Flag,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Committee_Definition_Snapshot_DataType,Committee_Membership_Target_Data_Reference,Committee_Membership_Targets_Data_SubeditType,,unmapped,,,,,,
Get_Committee_Defintion_Request_ReferencesType,Committee_Definition_Reference,CommitteeObjectType,Committee Request Refereneces,unmapped,,,,,,
Get_Committee_Defintion_Response_GroupType,Include_Reference,boolean,Include Request References,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Get_Committee_Definition_RequestType,Request_References,Get_Committee_Defintion_Request_ReferencesType,,unmapped,,,,,,
Get_Committee_Definition_RequestType,Request_Criteria,Get_Committee_Defintion_Request_CriteriaType,,unmapped,,,,,,
Get_Committee_Definition_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Committee_Definition_RequestType,Response_Group,Get_Committee_Defintion_Response_GroupType,,unmapped,,,,,,
Committee_Definition_Response_DataType,Committee_Definition,Committee_DefinitionType,Wrapper for Committee Definition,unmapped,,,,,,
Get_Committee_Definition_ResponseType,Request_References,Get_Committee_Defintion_Request_ReferencesType,,unmapped,,,,,,
Get_Committee_Definition_ResponseType,Request_Criteria,Get_Committee_Defintion_Request_CriteriaType,,unmapped,,,,,,
Get_Committee_Definition_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Committee_Definition_ResponseType,Response_Group,Get_Committee_Defintion_Response_GroupType,,unmapped,,,,,,
Get_Committee_Definition_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Committee_Definition_ResponseType,Response_Data,Committee_Definition_Response_DataType,Committee Definition Response Data,unmapped,,,,,,
Committee_DefinitionType,Committee_Definition_Reference,CommitteeObjectType,Committee Definition Instance,unmapped,,,,,,
Committee_DefinitionType,Committee_Definition_Data,Committee_Definition_DataType,,unmapped,,,,,,
Pay_Group_Assignment_Correct_or_Rescinded_Organization_DataType,Effective_Date,date,Effective Date of the original Assign Pay Group Event,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Business_Process_Attachment_DataType,File_Name,,Filename for the attachment.,direct_alias_match,attachment.file_name,,address.city,0.800,file name,1.000
Business_Process_Attachment_DataType,Event_Attachment_Description,string,Free form text comment about the attachment.,unmapped,,,,,,
Business_Process_Attachment_DataType,File,base64Binary,Binary file contents.,unmapped,,,,,,
Get_LGBT_Identifications_RequestType,Request_References,LGBT_Identification_Request_ReferencesType,,unmapped,,,,,,
Get_LGBT_Identifications_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_LGBT_Identifications_ResponseType,Request_References,LGBT_Identification_Request_ReferencesType,Request References,unmapped,,,,,,
Get_LGBT_Identifications_ResponseType,Response_Filter,Response_FilterType,Parameters that let you filter the data returned in the response. You can filter returned data by dates and page attributes.,unmapped,,,,,,
LGBT_Identification_DataType,ID,string,The ID for the LGBT Identification (LGBT_Identification_ID).,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
LGBT_Identification_DataType,Name,string,The name of the LGBT Identification.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
LGBT_Identification_DataType,Description,string,The description for the LGBT Identification.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
LGBT_Identification_DataType,Location_Reference,Location_ContextObjectType,The country that the LGBT Identification is for.,direct_alias_match,address.country,,activity id,0.500,address.country,1.000
LGBT_Identification_DataType,Inactive,boolean,The Inactive status for this LGBT Identification.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Specialty_Achievement_DataType,Subspecialty_Reference,Specialty_ChildObjectType,Enter the subspecialty ID associated with the specialty.,unmapped,,,,,,
Appointment_Specialty_DataType,ID,string,"Unique Identifier for the appointment specialty. If not entered, one will be generated.",direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Appointment_Specialty_DataType,Specialty_Reference,SpecialtyObjectType,Reference to Specialty,unmapped,,,,,,
Appointment_Specialty_DataType,Academic_Unit_or_Academic_Unit_Hierarchy_Reference,Academic_Appointment_SetObjectType,Academic Unit or Academic Unit Hierarchy Reference,unmapped,,,,,,
Appointment_Specialty_DataType,Inactive,boolean,A boolean flag to disable this appointment specialty from being assigned to any appointment,direct_alias_match,address.city,,account.owner_employee_id,0.500,account owner,0.550
Put_Appointment_Specialty_RequestType,Appointment_Specialty_Data,Appointment_Specialty_DataType,Data for Appointment Specialty,unmapped,,,,,,
Put_Appointment_Specialty_ResponseType,Appointment_Specialty_Reference,Appointment_SpecialtyObjectType,Appointment Specialty Reference,unmapped,,,,,,
Appointment_Specialty_Request_ReferencesType,Appointment_Specialty_Reference,Appointment_SpecialtyObjectType,Utilize the Request References element to retrieve a specific instance(s) of an Appointment Specialty and its associated data.,unmapped,,,,,,
Appointment_Specialty_Response_GroupType,Include_Reference,boolean,Boolean flag to include Reference in response.,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Get_Appointment_Specialties_RequestType,Request_References,Appointment_Specialty_Request_ReferencesType,Utilize the Request References element to retrieve a specific instance(s) of an Appointment Specialty and its associated data,unmapped,,,,,,
Get_Appointment_Specialties_RequestType,Request_Criteria,Appointment_Specialty_Request_CriteriaType,Appointment Specialty Request Criteria,unmapped,,,,,,
Get_Appointment_Specialties_RequestType,Response_Filter,Response_FilterType,Parameters that let you filter the data returned in the response. You can filter returned data by dates and page attributes.,unmapped,,,,,,
Get_Appointment_Specialties_RequestType,Response_Group,Appointment_Specialty_Response_GroupType,Appointment Specialty Response Group,unmapped,,,,,,
Appointment_SpecialtyType,Appointment_Specialty_Reference,Appointment_SpecialtyObjectType,Appointment Specialty Reference,unmapped,,,,,,
Appointment_SpecialtyType,Appointment_Specialty_Data,Appointment_Specialty_DataType,,unmapped,,,,,,
Appointment_Specialty_Response_DataType,Appointment_Specialty,Appointment_SpecialtyType,Appointment Specialty,unmapped,,,,,,
Get_Appointment_Specialties_ResponseType,Request_References,Appointment_Specialty_Request_ReferencesType,,unmapped,,,,,,
Get_Appointment_Specialties_ResponseType,Request_Criteria,Appointment_Specialty_Request_CriteriaType,,unmapped,,,,,,
Get_Appointment_Specialties_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Appointment_Specialties_ResponseType,Response_Group,Appointment_Specialty_Response_GroupType,,unmapped,,,,,,
Get_Appointment_Specialties_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Appointment_Specialties_ResponseType,Response_Data,Appointment_Specialty_Response_DataType,Appointment Specialty Response Data,unmapped,,,,,,
Committee_Membership_Targets_Data_SubeditType,Committee_Membership_Target_Reference,Committee_Membership_TargetObjectType,Membership Target Class that is created/updated,unmapped,,,,,,
Committee_Membership_Targets_Data_SubeditType,Target_Quantity,,Number of Member types targeted,unmapped,,,,,,
Committee_Membership_Targets_Data_SubeditType,Unlimited_Quantity,boolean,Number of Member Types targeted is unlimited,unmapped,,,,,,
End_Collective_Agreement_Assignment_Event_DataType,Worker_Reference,WorkerObjectType,The Worker for End Collective Agreement Assignment,direct_alias_match,employee.id,,activity id,0.500,activity id,0.550
End_Collective_Agreement_Assignment_Event_DataType,Position_Reference,Position_ElementObjectType,The Position for End Collective Agreement Assignment,direct_alias_match,employee.position,,activity id,0.500,activity id,0.550
End_Collective_Agreement_Assignment_Event_DataType,Effective_Date,date,Effective Date of the End Collective Agreement Assignment for the Worker,direct_alias_match,employee.position,,absence.end_date,0.500,absence end date,0.550
End_Collective_Agreement_Assignment_Event_DataType,Request_Compensation_Change_Sub_Process,Request_Compensation_For_Collective_Agreement_Sub_Business_ProcessType,Wrapper element for Request Compensation Change sub business process. Make ad hoc changes to an individual employee's compensation.,unmapped,,,,,,
End_Collective_Agreement_Assignment_Event_RequestType,Business_Process_Parameters,Business_Process_ParametersType,Business process parameters,unmapped,,,,,,
Committee_Meeting_Request_ReferencesType,Committee_Meeting_Reference,Committee_MeetingObjectType,Reference for Committee Meeting,unmapped,,,,,,
Committee_Meeting_Response_GroupType,Include_Reference,boolean,boolean that checks on whether or not to include the reference ID,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Get_Committee_Meetings_RequestType,Request_References,Committee_Meeting_Request_ReferencesType,References for Committee Meeting,unmapped,,,,,,
Get_Committee_Meetings_RequestType,Request_Criteria,Committee_Meeting_Request_CriteriaType,Request Criteria for Committee meeting,unmapped,,,,,,
Get_Committee_Meetings_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Committee_Meetings_RequestType,Response_Group,Committee_Meeting_Response_GroupType,,unmapped,,,,,,
Committee_MeetingType,Committee_Meeting_Data,Committee_Meeting_DataType,,unmapped,,,,,,
Committee_Meeting_Response_DataType,Committee_Meeting,Committee_MeetingType,,unmapped,,,,,,
Get_Committee_Meetings_ResponseType,Request_References,Committee_Meeting_Request_ReferencesType,Reference filters,unmapped,,,,,,
Get_Committee_Meetings_ResponseType,Request_Criteria,Committee_Meeting_Request_CriteriaType,Criteria filters,unmapped,,,,,,
Get_Committee_Meetings_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Committee_Meetings_ResponseType,Response_Group,Committee_Meeting_Response_GroupType,Response group,unmapped,,,,,,
Get_Committee_Meetings_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Committee_Meetings_ResponseType,Response_Data,Committee_Meeting_Response_DataType,,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_ID,string,Reference ID for the Committee Meeting,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Reference,CommitteeObjectType,Committee for the Committee Meeting,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Status_Reference,Committee_Meeting_StatusObjectType,Committee Meeting Status,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Host,string,Host,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Subject,string,Committee Meeting Subject,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Abstract,RichText,Summary of the committee meeting,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Time,time,Time the committee meeting will take place,unmapped,,,,,,
Committee_Meeting_DataType,Duration_in_Hours,,Duration of the meeting in hours,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Location,string,Location of the meeting,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Invite_All_Members,boolean,All members in the committee as of the meeting date.,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Member_Reference,Committee_Member_EnabledObjectType,Committee members that are participating in the meeting,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Attendee_Reference,Committee_Member_EnabledObjectType,Committee members that attended the meeting,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Minutes_Data,Committee_Meeting_Minutes_SubDataType,Meeting minutes,unmapped,,,,,,
Committee_Meeting_DataType,Attachments,Committee_Meeting_AttachmentsType,Attachments for the meeting,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Action_Item_Data,Committee_Meeting_Action_Item_Sub_DataType,Action Items for the meeting,unmapped,,,,,,
Committee_Meeting_DataType,Committee_Meeting_Agenda_Item_Data,Committee_Meeting_Agenda_Item_Data_SubeditType,Meeting Agenda,unmapped,,,,,,
Put_Committee_Meeting_RequestType,Committee_Meeting_Reference,Committee_MeetingObjectType,Committee meeting reference,unmapped,,,,,,
Put_Committee_Meeting_RequestType,Committee_Meeting_Data,Committee_Meeting_DataType,Data for committee meeting,unmapped,,,,,,
Put_Committee_Meeting_ResponseType,Committee_Meeting_Reference,Committee_MeetingObjectType,Committee meeting reference,unmapped,,,,,,
Establishment_Request_ReferencesType,Establishment_Reference,EstablishmentObjectType,Establishment References,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Establishment_Request_CriteriaType,Country_Reference,CountryObjectType,Country for Establishments,direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Get_Establishments_RequestType,Request_References,Establishment_Request_ReferencesType,Request References,unmapped,,,,,,
Get_Establishments_RequestType,Request_Criteria,Establishment_Request_CriteriaType,Request Criteria,unmapped,,,,,,
Get_Establishments_RequestType,Response_Filter,Response_FilterType,Response Filter,unmapped,,,,,,
EstablishmentType,Establishment_Reference,EstablishmentObjectType,Establishment Reference,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
EstablishmentType,Establishment_Data,Establishment_DataType,,unmapped,,,,,,
Establishment_Response_DataType,Establishment,EstablishmentType,Establishment Data,unmapped,,,,,,
Get_Establishments_ResponseType,Request_References,Establishment_Request_ReferencesType,,unmapped,,,,,,
Get_Establishments_ResponseType,Request_Criteria,Establishment_Request_CriteriaType,,unmapped,,,,,,
Get_Establishments_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Establishments_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Establishments_ResponseType,Response_Data,Establishment_Response_DataType,Response Data,unmapped,,,,,,
Establishment_DataType,Establishment_Number,string,The assigned number of the establishment within Workday.,unmapped,,,,,,
Establishment_DataType,ID,string,The ID for Establishment.,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Establishment_DataType,Country_Reference,CountryObjectType,The associated country of the establishment.,direct_alias_match,address.country,,activity id,0.800,address.country,1.000
Establishment_DataType,Effective_Date,date,The effective date when the establishment was created or edited.,direct_alias_match,employee.position,,address.country,0.800,created date,0.550
Establishment_DataType,Establishment_Name,string,Establishment Name,unmapped,,,,,,
Establishment_DataType,Inactive,boolean,"If true, the establishment is inactive.",direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Establishment_DataType,Location_Reference,LocationObjectType,The locations of the establishment.,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Establishment_DataType,CCC_Text,string,The establishment identification code in Spain.,unmapped,,,,,,
Establishment_DataType,DUNS_Text,string,The Data Universal Numbering System code of the establishment.,unmapped,,,,,,
Establishment_DataType,NIC_Text,string,The French internal ranking number. It consists of a four-digit number attributed to the establishment and a control figure used to validate the SIRET number as a whole.,unmapped,,,,,,
Establishment_DataType,VETS_Text,string,The Veterans Affairs file number for the establishment in the United States.,unmapped,,,,,,
Establishment_DataType,Establishment_Headquarters,boolean,The identification for establishment headquarters.,unmapped,,,,,,
Establishment_DataType,URSSAF_Code_Text,string,Is the social security administration identification code in France.,direct_alias_match,employee.national_id,,activity id,0.800,employee.national_id,1.000
Put_Establishment_RequestType,Establishment_Reference,EstablishmentObjectType,Establishment Reference.,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Put_Establishment_RequestType,Establishment_Data,Establishment_DataType,Establishment Data wrapper,unmapped,,,,,,
Put_Establishment_ResponseType,Establishment_Reference,EstablishmentObjectType,Establishment Reference,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Skill_Qualification_ReplacementType,Skill_Qualification_Replacement_Data,Skill_Qualification_Profile_Replacement_DataType,,unmapped,,,,,,
Skill_Qualification_Profile_Replacement_DataType,Name,string,Enter the name of Skill.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Skill_Qualification_Profile_Replacement_DataType,Required,boolean,"If Yes, Skill Qualification Profile is required.",unmapped,,,,,,
Skill_Qualification_Profile_Replacement_DataType,Skill_Level,,The skill level between 1 and 5 of this skill. You can view Skill Level descriptions on the Create Job Profile and Edit Job Profile tasks. You can only view or enter Skill Levels on Get Job Profile or Put Job Profile web services.,unmapped,,,,,,
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Details,RichText,Details about the agenda,unmapped,,,,,,
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Minutes_Data,Committee_Meeting_Minutes_SubDataType,Data for committee meeting minutes,unmapped,,,,,,
Committee_Meeting_Agenda_Item_Data_SubeditType,Agenda_Item_Action_Item_Data,Committee_Meeting_Action_Item_Sub_DataType,Data for committee meeting action items,unmapped,,,,,,
Committee_Meeting_Agenda_Item_Data_SubeditType,Attachments,Committee_Meeting_Agenda_Item_AttachmentsType,Data for committee meeting attachments,unmapped,,,,,,
Committee_Meeting_Agenda_Item_Data_SubeditType,Committee_Meeting_Agenda_Item_Vote,Committee_Meeting_Agenda_Item_Vote_Data_SubeditType,Data for votes on the agenda item,unmapped,,,,,,
Assign_Establishment_RequestType,Business_Process_Parameters,Business_Process_ParametersType,,unmapped,,,,,,
Assign_Establishment_RequestType,Assign_Establishment_Data,Assign_Establishment_DataType,,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Assign_Establishment_DataType,Effective_Date,date,The date upon which this establishment assignment becomes active for the specified worker position,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Assign_Establishment_DataType,Worker_Reference,WorkerObjectType,The worker who is to be assigned the specified establishment on the specified date,direct_alias_match,employee.id,,account.owner_employee_id,0.500,account owner,0.550
Assign_Establishment_DataType,Position_Reference,Position_ElementObjectType,The position of the worker for which the establishment is taking effect,direct_alias_match,employee.position,,address.country,0.800,employee.id,0.550
Assign_Establishment_DataType,Establishment_Reference,EstablishmentObjectType,The establishment we wish to assign to the specified worker position,direct_alias_match,employee.position,,address.country,0.800,employee.id,0.550
Committee_Meeting_Agenda_Item_Vote_Data_SubeditType,Passing_Vote,boolean,Indicates whether the agenda items passed,unmapped,,,,,,
Committee_Meeting_Agenda_Item_Vote_Data_SubeditType,Committee_Meeting_Vote_Record_Data_Subedit,Committee_Meeting_Vote_Record_Data_SubeditType,Vote record data,unmapped,,,,,,
Committee_Meeting_Vote_Record_Data_SubeditType,Vote_Count,,Vote Count,unmapped,,,,,,
Committee_Attachment_DataType,ID,string,Reference ID can be set here,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Committee_Attachment_DataType,FileName,,The filename associated to the attachment,direct_alias_match,attachment.file_name,,address.city,0.800,file name,1.000
Committee_Attachment_DataType,File,base64Binary,The filedata associated to the attachment in Base64 encoding,unmapped,,,,,,
Committee_Attachment_DataType,Comment,string,The comment associated to the attachment,strong_canonical_candidate,,,address.city,0.800,notes comments,1.000
Committee_Meeting_AttachmentsType,Committee_Meeting_Attachment_Data,Committee_Meeting_Attachment_DataType,,unmapped,,,,,,
Committee_Meeting_Attachment_DataType,ID,string,Committee meeting attachment ID,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Committee_Meeting_Attachment_DataType,Filename,,Attachment filename,direct_alias_match,attachment.file_name,,address.city,0.800,file name,1.000
Committee_Meeting_Attachment_DataType,Comment,string,Attachment comment,strong_canonical_candidate,,,address.city,0.800,notes comments,1.000
Committee_Meeting_Attachment_DataType,File,base64Binary,File,unmapped,,,,,,
Committee_Meeting_Agenda_Item_AttachmentsType,Committee_Meeting_Agenda_Item_Attachment_Data,Committee_Meeting_Agenda_Item_Attachment_DataType,Data for agenda item attachments,unmapped,,,,,,
Committee_Meeting_Agenda_Item_Attachment_DataType,ID,string,Agenda item attachment ID,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Committee_Meeting_Agenda_Item_Attachment_DataType,Filename,,Attachment Filename,direct_alias_match,attachment.file_name,,address.city,0.800,file name,1.000
