priority_rank,priority_tier,sap_module,sap_table,sap_field,sap_description,classification_bucket,top_canonical_concept_id,top_canonical_matches,top_knowledge_concept_id,top_knowledge_matches,suggested_action
32,P2,FI,BSIS,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,LFA1,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,LFA1,NAME2,Name 2,strong_canonical_candidate,location.name,location.name:0.80 | supplier.name:0.80,contact.name,contact.name:1.00 | customer name 2:1.00 | trade name:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,LFA1,PARTNER_NAME,Partner's Trading Name,strong_canonical_candidate,supplier.name,supplier.name:0.80 | vendor.name:0.80,supplier name,supplier name:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,LFA1,STATUS,Verification Status,strong_canonical_candidate,account.status,account.status:0.80 | lead.status:0.80 | manufacturing_order.status:0.80,account status,account status:1.00 | document status:1.00 | lead status:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,LFB1,AKONT,Reconciliation Account in General Ledger,strong_canonical_candidate,account.id,account.id:0.80 | gl_account.id:0.60,reconciliation account,reconciliation account:1.00 | gl account:0.55,promote_existing_canonical_alias_after_quick_review
32,P2,FI,LFB1,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,LFB1,NOTES,Notes,strong_canonical_candidate,account.owner_employee_id,account.owner_employee_id:0.80 | address.city:0.80 | employee.position:0.80,notes comments,notes comments:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,LFB1,ZWELS,List of Respected Payment Methods,strong_canonical_candidate,payment.method_code,payment.method_code:1.00,payment.method_code,payment.method_code:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,SKA1,LAST_CHANGED_TS,UTC Time Stamp in Short Form (YYYYMMDDhhmmss),strong_canonical_candidate,document.changed_date,document.changed_date:0.75,document.changed_date,document.changed_date:0.70,promote_existing_canonical_alias_after_quick_review
32,P2,FI,SKA1,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,SKAT,LAST_CHANGED_TS,UTC Time Stamp in Short Form (YYYYMMDDhhmmss),strong_canonical_candidate,document.changed_date,document.changed_date:0.75,document.changed_date,document.changed_date:0.70,promote_existing_canonical_alias_after_quick_review
32,P2,FI,SKAT,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
32,P2,FI,SKB1,LAST_CHANGED_TS,UTC Time Stamp in Short Form (YYYYMMDDhhmmss),strong_canonical_candidate,document.changed_date,document.changed_date:0.75,document.changed_date,document.changed_date:0.70,promote_existing_canonical_alias_after_quick_review
32,P2,FI,SKB1,MANDT,Client,strong_canonical_candidate,account.id,account.id:0.80 | activity id:0.80 | address.city:0.80,client id,client id:1.00 | primary key:1.00 | record id:1.00,promote_existing_canonical_alias_after_quick_review
